activity_id,activity_type,activity_date,subject,notes_summary,outcome,next_step,status,advisor_id,household_id,account_id
CRM00002514,Email,2023-06-15 00:00:00,Email with HH00680,Discussed managed account review and client goals.,No Response,Create opportunity,Active,ADV0048,HH00680,ACCT002045
CRM00002515,Call,2024-02-13 00:00:00,Call with HH00686,Reviewed retirement income needs and cash balance.,Completed,No action,Active,ADV0048,HH00686,ACCT002066
CRM00002516,Client Review,2025-06-09 00:00:00,Client Review with HH00685,Discussed managed account review and client goals.,Not Interested,Send material,Active,ADV0048,HH00685,ACCT002063
CRM00002517,Prospecting,2023-01-18 00:00:00,Prospecting with HH00676,No recent engagement; requires proactive outreach.,No Response,No action,Active,ADV0048,HH00676,ACCT002035
CRM00002518,Client Review,2023-02-21 00:00:00,Client Review with HH00681,Reviewed retirement income needs and cash balance.,No Response,Discuss with manager,Active,ADV0048,HH00681,ACCT002049
CRM00002519,Prospecting,2025-01-08 00:00:00,Prospecting with HH00679,Reviewed retirement income needs and cash balance.,Scheduled Follow-up,Schedule review,Active,ADV0048,HH00679,ACCT002043
CRM00002520,Prospecting,2025-11-11 00:00:00,Prospecting with HH00679,Discussed managed account review and client goals.,Not Interested,Create opportunity,Active,ADV0048,HH00679,ACCT002044
CRM00002521,Note,2023-05-19 00:00:00,Note with HH00688,Reviewed retirement income needs and cash balance.,Completed,Schedule review,Active,ADV0048,HH00688,ACCT002072
CRM00002522,Client Review,2024-10-08 00:00:00,Client Review with HH00681,Discussed managed account review and client goals.,Completed,No action,Active,ADV0048,HH00681,ACCT002051
CRM00002523,Meeting,2023-12-05 00:00:00,Meeting with HH00688,Reviewed retirement income needs and cash balance.,Completed,Create opportunity,Active,ADV0048,HH00688,ACCT002073
CRM00002524,Call,2025-01-16 00:00:00,Call with HH00685,Prospecting activity for new household acquisition.,Not Interested,Discuss with manager,Active,ADV0048,HH00685,ACCT002062
CRM00002525,Task,2025-06-25 00:00:00,Task with HH00677,No recent engagement; requires proactive outreach.,No Response,Create opportunity,Active,ADV0048,HH00677,ACCT002038
CRM00002526,Call,2023-04-07 00:00:00,Call with HH00685,Discussed managed account review and client goals.,No Response,No action,Active,ADV0048,HH00685,ACCT002063
CRM00002527,Note,2025-04-03 00:00:00,Note with HH00681,Discussed managed account review and client goals.,Not Interested,No action,Active,ADV0048,HH00681,ACCT002050
CRM00002528,Follow-up,2024-07-22 00:00:00,Follow-up with HH00678,No recent engagement; requires proactive outreach.,Interested,Discuss with manager,Active,ADV0048,HH00678,ACCT002042
CRM00002529,Follow-up,2023-07-09 00:00:00,Follow-up with HH00688,No recent engagement; requires proactive outreach.,Scheduled Follow-up,Discuss with manager,Active,ADV0048,HH00688,ACCT002074
CRM00002530,Client Review,2023-05-25 00:00:00,Client Review with HH00679,Prospecting activity for new household acquisition.,Interested,Schedule review,Active,ADV0048,HH00679,ACCT002044
CRM00002531,Email,2025-07-12 00:00:00,Email with HH00680,Follow-up required on fixed income allocation.,Not Interested,Discuss with manager,Active,ADV0048,HH00680,ACCT002048
CRM00002532,Email,2025-06-02 00:00:00,Email with HH00687,Reviewed retirement income needs and cash balance.,Interested,Create opportunity,Active,ADV0048,HH00687,ACCT002070
CRM00002533,Note,2024-03-04 00:00:00,Note with HH00677,Prospecting activity for new household acquisition.,Scheduled Follow-up,Send material,Active,ADV0048,HH00677,ACCT002037
CRM00002534,Meeting,2023-12-22 00:00:00,Meeting with HH00685,Reviewed retirement income needs and cash balance.,No Response,No action,Active,ADV0048,HH00685,ACCT002062
CRM00002535,Follow-up,2025-08-24 00:00:00,Follow-up with HH00680,Discussed managed account review and client goals.,Interested,Discuss with manager,Active,ADV0048,HH00680,ACCT002046
CRM00002536,Note,2024-08-05 00:00:00,Note with HH00686,Client expressed interest in tax-aware investment approach.,Scheduled Follow-up,No action,Active,ADV0048,HH00686,ACCT002065
CRM00002537,Prospecting,2023-07-24 00:00:00,Prospecting with HH00683,Follow-up required on fixed income allocation.,Scheduled Follow-up,Send material,Active,ADV0048,HH00683,ACCT002059
CRM00002538,Call,2023-12-03 00:00:00,Call with HH00679,No recent engagement; requires proactive outreach.,No Response,Discuss with manager,Active,ADV0048,HH00679,ACCT002044
CRM00002539,Follow-up,2025-05-05 00:00:00,Follow-up with HH00682,Reviewed retirement income needs and cash balance.,No Response,Create opportunity,Active,ADV0048,HH00682,ACCT002053
CRM00002540,Email,2024-06-24 00:00:00,Email with HH00685,Follow-up required on fixed income allocation.,No Response,No action,Active,ADV0048,HH00685,ACCT002063
CRM00002541,Note,2024-01-24 00:00:00,Note with HH00680,Prospecting activity for new household acquisition.,Scheduled Follow-up,No action,Active,ADV0048,HH00680,ACCT002045
CRM00002542,Note,2025-06-05 00:00:00,Note with HH00685,No recent engagement; requires proactive outreach.,Scheduled Follow-up,Send material,Active,ADV0048,HH00685,ACCT002063
CRM00002543,Meeting,2023-02-26 00:00:00,Meeting with HH00688,Follow-up required on fixed income allocation.,Interested,Create opportunity,Active,ADV0048,HH00688,ACCT002073
CRM00002544,Task,2024-04-19 00:00:00,Task with HH00682,Discussed managed account review and client goals.,Interested,No action,Active,ADV0048,HH00682,ACCT002054
CRM00002545,Email,2023-10-26 00:00:00,Email with HH00677,Discussed managed account review and client goals.,Interested,Discuss with manager,Active,ADV0048,HH00677,ACCT002037
CRM00002546,Call,2024-04-06 00:00:00,Call with HH00685,Follow-up required on fixed income allocation.,Scheduled Follow-up,Schedule review,Active,ADV0048,HH00685,ACCT002063
CRM00002547,Client Review,2024-03-25 00:00:00,Client Review with HH00683,Prospecting activity for new household acquisition.,Interested,Create opportunity,Active,ADV0048,HH00683,ACCT002058
CRM00002548,Meeting,2023-09-26 00:00:00,Meeting with HH00678,Discussed managed account review and client goals.,Completed,Schedule review,Active,ADV0048,HH00678,ACCT002040
CRM00002549,Task,2023-05-08 00:00:00,Task with HH00682,Discussed managed account review and client goals.,Scheduled Follow-up,No action,Active,ADV0048,HH00682,ACCT002054
CRM00002550,Meeting,2024-03-19 00:00:00,Meeting with HH00675,No recent engagement; requires proactive outreach.,No Response,Discuss with manager,Active,ADV0048,HH00675,ACCT002031
CRM00002551,Client Review,2023-02-05 00:00:00,Client Review with HH00675,Prospecting activity for new household acquisition.,Completed,No action,Active,ADV0048,HH00675,ACCT002032
CRM00002552,Note,2025-12-16 00:00:00,Note with HH00685,No recent engagement; requires proactive outreach.,Not Interested,Create opportunity,Active,ADV0048,HH00685,ACCT002063
CRM00002553,Client Review,2025-06-01 00:00:00,Client Review with HH00685,Follow-up required on fixed income allocation.,No Response,Create opportunity,Active,ADV0048,HH00685,ACCT002064
CRM00002554,Prospecting,2024-01-14 00:00:00,Prospecting with HH00688,Discussed managed account review and client goals.,Interested,Schedule review,Active,ADV0048,HH00688,ACCT002072
CRM00002555,Client Review,2023-06-14 00:00:00,Client Review with HH00684,Prospecting activity for new household acquisition.,No Response,No action,Active,ADV0048,HH00684,ACCT002061
CRM00002556,Follow-up,2024-10-03 00:00:00,Follow-up with HH00694,Prospecting activity for new household acquisition.,Scheduled Follow-up,No action,Active,ADV0049,HH00694,ACCT002092
CRM00002557,Follow-up,2023-06-01 00:00:00,Follow-up with HH00694,Reviewed retirement income needs and cash balance.,No Response,Create opportunity,Active,ADV0049,HH00694,ACCT002093
CRM00002558,Client Review,2025-12-21 00:00:00,Client Review with HH00692,Follow-up required on fixed income allocation.,Not Interested,No action,Active,ADV0049,HH00692,ACCT002085
CRM00002559,Note,2023-09-23 00:00:00,Note with HH00696,Client expressed interest in tax-aware investment approach.,Interested,Schedule review,Active,ADV0049,HH00696,ACCT002098
CRM00002560,Follow-up,2025-04-05 00:00:00,Follow-up with HH00695,Reviewed retirement income needs and cash balance.,Not Interested,No action,Active,ADV0049,HH00695,ACCT002096
CRM00002561,Email,2025-05-06 00:00:00,Email with HH00694,Follow-up required on fixed income allocation.,Completed,Create opportunity,Active,ADV0049,HH00694,ACCT002094
CRM00002562,Client Review,2023-12-24 00:00:00,Client Review with HH00695,Follow-up required on fixed income allocation.,Completed,Send material,Active,ADV0049,HH00695,ACCT002096
CRM00002563,Follow-up,2023-09-19 00:00:00,Follow-up with HH00698,Reviewed retirement income needs and cash balance.,No Response,No action,Active,ADV0049,HH00698,ACCT002104
CRM00002564,Prospecting,2025-04-11 00:00:00,Prospecting with HH00694,Client expressed interest in tax-aware investment approach.,Interested,Discuss with manager,Active,ADV0049,HH00694,ACCT002093
CRM00002565,Note,2025-04-20 00:00:00,Note with HH00693,Client expressed interest in tax-aware investment approach.,Completed,Discuss with manager,Active,ADV0049,HH00693,ACCT002089
CRM00002566,Meeting,2023-06-15 00:00:00,Meeting with HH00690,Prospecting activity for new household acquisition.,Not Interested,No action,Active,ADV0049,HH00690,ACCT002078
CRM00002567,Client Review,2023-04-20 00:00:00,Client Review with HH00698,Reviewed retirement income needs and cash balance.,Interested,Schedule review,Active,ADV0049,HH00698,ACCT002106
CRM00002568,Call,2023-01-04 00:00:00,Call with HH00690,Client expressed interest in tax-aware investment approach.,Completed,Send material,Active,ADV0049,HH00690,ACCT002078
CRM00002569,Note,2023-03-08 00:00:00,Note with HH00699,Reviewed retirement income needs and cash balance.,No Response,Send material,Active,ADV0049,HH00699,ACCT002108
CRM00002570,Client Review,2024-05-23 00:00:00,Client Review with HH00692,Follow-up required on fixed income allocation.,No Response,Schedule review,Active,ADV0049,HH00692,ACCT002084
CRM00002571,Client Review,2025-11-26 00:00:00,Client Review with HH00695,Reviewed retirement income needs and cash balance.,Interested,Create opportunity,Active,ADV0049,HH00695,ACCT002096
CRM00002572,Client Review,2024-09-25 00:00:00,Client Review with HH00697,Follow-up required on fixed income allocation.,No Response,No action,Active,ADV0049,HH00697,ACCT002100
CRM00002573,Email,2023-06-04 00:00:00,Email with HH00691,Client expressed interest in tax-aware investment approach.,Not Interested,No action,Active,ADV0049,HH00691,ACCT002081
CRM00002574,Call,2024-11-24 00:00:00,Call with HH00689,Discussed managed account review and client goals.,Completed,Discuss with manager,Active,ADV0049,HH00689,ACCT002076
CRM00002575,Call,2025-08-06 00:00:00,Call with HH00690,Prospecting activity for new household acquisition.,Interested,Discuss with manager,Active,ADV0049,HH00690,ACCT002079
CRM00002576,Task,2024-05-04 00:00:00,Task with HH00694,No recent engagement; requires proactive outreach.,Scheduled Follow-up,Schedule review,Active,ADV0049,HH00694,ACCT002092
CRM00002577,Email,2023-04-02 00:00:00,Email with HH00692,Prospecting activity for new household acquisition.,Scheduled Follow-up,Schedule review,Active,ADV0049,HH00692,ACCT002085
CRM00002578,Email,2024-04-12 00:00:00,Email with HH00694,Prospecting activity for new household acquisition.,Scheduled Follow-up,Create opportunity,Active,ADV0049,HH00694,ACCT002094
CRM00002579,Prospecting,2023-03-04 00:00:00,Prospecting with HH00699,Follow-up required on fixed income allocation.,Completed,Send material,Active,ADV0049,HH00699,ACCT002108
CRM00002580,Follow-up,2025-08-12 00:00:00,Follow-up with HH00689,Discussed managed account review and client goals.,No Response,Send material,Active,ADV0049,HH00689,ACCT002077
CRM00002581,Client Review,2025-06-03 00:00:00,Client Review with HH00699,No recent engagement; requires proactive outreach.,Scheduled Follow-up,Send material,Active,ADV0049,HH00699,ACCT002107
CRM00002582,Client Review,2025-11-15 00:00:00,Client Review with HH00690,Follow-up required on fixed income allocation.,Completed,Discuss with manager,Active,ADV0049,HH00690,ACCT002080
CRM00002583,Meeting,2023-08-16 00:00:00,Meeting with HH00689,Prospecting activity for new household acquisition.,Not Interested,Create opportunity,Active,ADV0049,HH00689,ACCT002076
CRM00002584,Meeting,2024-08-09 00:00:00,Meeting with HH00693,Client expressed interest in tax-aware investment approach.,Completed,Discuss with manager,Active,ADV0049,HH00693,ACCT002089
CRM00002585,Client Review,2025-02-05 00:00:00,Client Review with HH00692,Discussed managed account review and client goals.,Interested,Send material,Active,ADV0049,HH00692,ACCT002086
CRM00002586,Note,2025-05-17 00:00:00,Note with HH00690,Discussed managed account review and client goals.,Scheduled Follow-up,No action,Active,ADV0049,HH00690,ACCT002079
CRM00002587,Task,2023-07-14 00:00:00,Task with HH00693,Reviewed retirement income needs and cash balance.,No Response,No action,Active,ADV0049,HH00693,ACCT002089
CRM00002588,Prospecting,2024-12-14 00:00:00,Prospecting with HH00691,No recent engagement; requires proactive outreach.,Scheduled Follow-up,Schedule review,Active,ADV0049,HH00691,ACCT002083
CRM00002589,Meeting,2025-07-17 00:00:00,Meeting with HH00694,Discussed managed account review and client goals.,No Response,Discuss with manager,Active,ADV0049,HH00694,ACCT002092
CRM00002590,Prospecting,2024-04-02 00:00:00,Prospecting with HH00689,Reviewed retirement income needs and cash balance.,Scheduled Follow-up,Discuss with manager,Active,ADV0049,HH00689,ACCT002075
CRM00002591,Meeting,2025-12-10 00:00:00,Meeting with HH00692,Follow-up required on fixed income allocation.,Completed,No action,Active,ADV0049,HH00692,ACCT002087
CRM00002592,Note,2024-10-25 00:00:00,Note with HH00689,Client expressed interest in tax-aware investment approach.,Not Interested,Create opportunity,Active,ADV0049,HH00689,ACCT002077
CRM00002593,Follow-up,2024-07-21 00:00:00,Follow-up with HH00696,Discussed managed account review and client goals.,No Response,Schedule review,Active,ADV0049,HH00696,ACCT002099
CRM00002594,Client Review,2025-05-16 00:00:00,Client Review with HH00696,Discussed managed account review and client goals.,Completed,Create opportunity,Active,ADV0049,HH00696,ACCT002099
CRM00002595,Meeting,2024-06-24 00:00:00,Meeting with HH00705,Reviewed retirement income needs and cash balance.,No Response,Schedule review,Active,ADV0050,HH00705,ACCT002127
CRM00002596,Note,2025-01-20 00:00:00,Note with HH00707,Prospecting activity for new household acquisition.,Not Interested,No action,Active,ADV0050,HH00707,ACCT002132
CRM00002597,Meeting,2024-03-07 00:00:00,Meeting with HH00705,Client expressed interest in tax-aware investment approach.,Interested,No action,Active,ADV0050,HH00705,ACCT002126
CRM00002598,Meeting,2024-02-19 00:00:00,Meeting with HH00707,Discussed managed account review and client goals.,Not Interested,Send material,Active,ADV0050,HH00707,ACCT002132
CRM00002599,Note,2023-07-03 00:00:00,Note with HH00707,Prospecting activity for new household acquisition.,Scheduled Follow-up,Discuss with manager,Active,ADV0050,HH00707,ACCT002132
